"subject" "activity" "variabletype" "description" "domain" "acceleration" "instrument" "jerk" "statistic" "axis" "mean"
"2915" 8 "WALKING_DOWNSTAIRS" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.941580934473684
"2916" 8 "WALKING_DOWNSTAIRS" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.897190012631579
"2917" 8 "WALKING_DOWNSTAIRS" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.118938088342105
"2918" 8 "WALKING_DOWNSTAIRS" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" -0.0380193846210526
"2919" 8 "WALKING_DOWNSTAIRS" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" -0.0394356157631579
"2920" 8 "WALKING_DOWNSTAIRS" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" 0.250143724521053
"2921" 8 "WALKING_DOWNSTAIRS" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" 0.288140718789474
"2922" 8 "WALKING_DOWNSTAIRS" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.0135136269
"2923" 8 "WALKING_DOWNSTAIRS" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.121189625973684
"2924" 8 "WALKING_DOWNSTAIRS" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0500760173342105
"2925" 8 "WALKING_DOWNSTAIRS" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.114143855152368
"2926" 8 "WALKING_DOWNSTAIRS" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.258430885531579
"2927" 8 "WALKING_DOWNSTAIRS" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" 0.0243131207736842
"2928" 8 "WALKING_DOWNSTAIRS" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.129565242710526
"2929" 8 "WALKING_DOWNSTAIRS" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.0349283489710526
"2930" 8 "WALKING_DOWNSTAIRS" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.0534969692794737
"2931" 8 "WALKING_DOWNSTAIRS" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.0867903297078947
"2932" 8 "WALKING_DOWNSTAIRS" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.267887897328947
"2933" 8 "WALKING_DOWNSTAIRS" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.0704526510842105
"2934" 8 "WALKING_DOWNSTAIRS" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.1896044435
"2935" 8 "WALKING_DOWNSTAIRS" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" 0.176599311818421
"2936" 8 "WALKING_DOWNSTAIRS" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" 0.131337867236842
"2937" 8 "WALKING_DOWNSTAIRS" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" 0.176599311818421
"2938" 8 "WALKING_DOWNSTAIRS" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" 0.131337867236842
"2939" 8 "WALKING_DOWNSTAIRS" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" 0.262628490268421
"2940" 8 "WALKING_DOWNSTAIRS" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" 0.2534082561
"2941" 8 "WALKING_DOWNSTAIRS" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" 0.0993429744078947
"2942" 8 "WALKING_DOWNSTAIRS" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.0466291872078947
"2943" 8 "WALKING_DOWNSTAIRS" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.126189142894737
"2944" 8 "WALKING_DOWNSTAIRS" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.157484866842105
"2945" 8 "WALKING_DOWNSTAIRS" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" 0.136590199860526
"2946" 8 "WALKING_DOWNSTAIRS" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" 0.388412779763158
"2947" 8 "WALKING_DOWNSTAIRS" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" 0.159589756534211
"2948" 8 "WALKING_DOWNSTAIRS" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.0260463260078947
"2949" 8 "WALKING_DOWNSTAIRS" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" 0.232184078052632
"2950" 8 "WALKING_DOWNSTAIRS" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" 0.0214914840105263
"2951" 8 "WALKING_DOWNSTAIRS" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" 0.214841402815789
"2952" 8 "WALKING_DOWNSTAIRS" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" 0.220639687868421
"2953" 8 "WALKING_DOWNSTAIRS" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" 0.0586096890447368
"2954" 8 "WALKING_DOWNSTAIRS" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" 0.172658982065789
"2955" 8 "WALKING_DOWNSTAIRS" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" 0.273943791773684
"2956" 8 "WALKING_DOWNSTAIRS" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.0846674186842105
"2957" 8 "WALKING_DOWNSTAIRS" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.130740445236842
"2958" 8 "WALKING_DOWNSTAIRS" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" 0.116090879026316
"2959" 8 "WALKING_DOWNSTAIRS" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" 0.0277498065176316
"2960" 8 "WALKING_DOWNSTAIRS" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.302735102631579
"2961" 8 "WALKING_DOWNSTAIRS" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.0461356322868421
"2962" 8 "WALKING_DOWNSTAIRS" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.268253406210526
"2963" 8 "WALKING_DOWNSTAIRS" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" 0.301626757315789
"2964" 8 "WALKING_DOWNSTAIRS" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.156141093578947
"2965" 8 "WALKING_DOWNSTAIRS" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" 0.331528459921053
"2966" 8 "WALKING_DOWNSTAIRS" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" 0.134734731236842
"2967" 8 "WALKING_DOWNSTAIRS" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.00036272967368421
"2968" 8 "WALKING_DOWNSTAIRS" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.255590314210526
"2969" 8 "WALKING_DOWNSTAIRS" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.125179586744737
"2970" 8 "WALKING_DOWNSTAIRS" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.26298447
"2971" 8 "SITTING" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.267491472934783
"2972" 8 "SITTING" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.00672550621304348
"2973" 8 "SITTING" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.104461049130435
"2974" 8 "SITTING" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.979026152391304
"2975" 8 "SITTING" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.927331997021739
"2976" 8 "SITTING" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.939553030217391
"2977" 8 "SITTING" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" 0.832453878043478
"2978" 8 "SITTING" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" 0.240095117065217
"2979" 8 "SITTING" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" 0.263895185521739
"2980" 8 "SITTING" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.966757967173913
"2981" 8 "SITTING" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.937462301369565
"2982" 8 "SITTING" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.935475331521739
"2983" 8 "SITTING" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.0786713761086957
"2984" 8 "SITTING" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" -0.00657516306713044
"2985" 8 "SITTING" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" -0.0106808920069565
"2986" 8 "SITTING" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.985188753695652
"2987" 8 "SITTING" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.980784606086957
"2988" 8 "SITTING" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.985285807173913
"2989" 8 "SITTING" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.0547396987173913
"2990" 8 "SITTING" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0955089236521739
"2991" 8 "SITTING" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.0716048809782609
"2992" 8 "SITTING" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.984524052826087
"2993" 8 "SITTING" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.97150069673913
"2994" 8 "SITTING" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.959623548478261
"2995" 8 "SITTING" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.0923150250434783
"2996" 8 "SITTING" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.0402673770652174
"2997" 8 "SITTING" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.0445732240217391
"2998" 8 "SITTING" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.993264647391304
"2999" 8 "SITTING" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.98887627673913
"3000" 8 "SITTING" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.985241405434783
"3001" 8 "SITTING" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.952139704347826
"3002" 8 "SITTING" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.929943615630435
"3003" 8 "SITTING" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.952139704347826
"3004" 8 "SITTING" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.929943615630435
"3005" 8 "SITTING" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.986061512173913
"3006" 8 "SITTING" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.980667377391304
"3007" 8 "SITTING" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.93268224326087
"3008" 8 "SITTING" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.953001632173913
"3009" 8 "SITTING" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.991807428043478
"3010" 8 "SITTING" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.986756670869565
"3011" 8 "SITTING" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.981142909782609
"3012" 8 "SITTING" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.94421971826087
"3013" 8 "SITTING" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.959436275869565
"3014" 8 "SITTING" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.978256730652174
"3015" 8 "SITTING" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.923829969347826
"3016" 8 "SITTING" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.933889846521739
"3017" 8 "SITTING" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.984977270652174
"3018" 8 "SITTING" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.980221104565217
"3019" 8 "SITTING" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.982995311086956
"3020" 8 "SITTING" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.986913610652174
"3021" 8 "SITTING" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.983038783478261
"3022" 8 "SITTING" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.986185349347826
"3023" 8 "SITTING" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.982200309782609
"3024" 8 "SITTING" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.97658989
"3025" 8 "SITTING" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.961798676956522
"3026" 8 "SITTING" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.985339301521739
"3027" 8 "SITTING" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.96892443326087
"3028" 8 "SITTING" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.962632253913044
"3029" 8 "SITTING" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.947981783478261
"3030" 8 "SITTING" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.93172124
"3031" 8 "SITTING" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.980932292391304
"3032" 8 "SITTING" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.97932021173913
"3033" 8 "SITTING" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.965806789347826
"3034" 8 "SITTING" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.953251156521739
"3035" 8 "SITTING" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.987730604130435
"3036" 8 "SITTING" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.986147262608696
"3037" 8 "STANDING" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.279620986111111
"3038" 8 "STANDING" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.0148113067148148
"3039" 8 "STANDING" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.106114996837037
"3040" 8 "STANDING" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.988815418148148
"3041" 8 "STANDING" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.938479429074074
"3042" 8 "STANDING" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.926065255185185
"3043" 8 "STANDING" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" 0.957669921111111
"3044" 8 "STANDING" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" -0.0904603488214815
"3045" 8 "STANDING" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" -0.0979392024814815
"3046" 8 "STANDING" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.987690217222222
"3047" 8 "STANDING" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.958904114074074
"3048" 8 "STANDING" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.918293913703704
"3049" 8 "STANDING" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.0753739045185185
"3050" 8 "STANDING" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" 0.00814951727462963
"3051" 8 "STANDING" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" 0.00322153267648148
"3052" 8 "STANDING" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.989198879814815
"3053" 8 "STANDING" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.976442140740741
"3054" 8 "STANDING" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.982610899259259
"3055" 8 "STANDING" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.0219671978203704
"3056" 8 "STANDING" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0280117633814815
"3057" 8 "STANDING" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.063688907
"3058" 8 "STANDING" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.972990379814815
"3059" 8 "STANDING" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.969421045555556
"3060" 8 "STANDING" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.974118322407407
"3061" 8 "STANDING" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.097757576
"3062" 8 "STANDING" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.0485190684259259
"3063" 8 "STANDING" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.0478483225666667
"3064" 8 "STANDING" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.981573085740741
"3065" 8 "STANDING" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.985508765185185
"3066" 8 "STANDING" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.989270900740741
"3067" 8 "STANDING" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.953762884074074
"3068" 8 "STANDING" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.937187185222222
"3069" 8 "STANDING" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.953762884074074
"3070" 8 "STANDING" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.937187185222222
"3071" 8 "STANDING" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.984920797777778
"3072" 8 "STANDING" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.979932239074074
"3073" 8 "STANDING" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.952848496851852
"3074" 8 "STANDING" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.95322478962963
"3075" 8 "STANDING" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.987580587777778
"3076" 8 "STANDING" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.982460332222222
"3077" 8 "STANDING" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.988219862222222
"3078" 8 "STANDING" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.9500491
"3079" 8 "STANDING" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.950362935555556
"3080" 8 "STANDING" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.98918374962963
"3081" 8 "STANDING" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.936231722777778
"3082" 8 "STANDING" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.919744963888889
"3083" 8 "STANDING" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.989029238518519
"3084" 8 "STANDING" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.976177675
"3085" 8 "STANDING" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.979477193333333
"3086" 8 "STANDING" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.990414086851852
"3087" 8 "STANDING" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.97858173
"3088" 8 "STANDING" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.984465744444444
"3089" 8 "STANDING" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.969677435925926
"3090" 8 "STANDING" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.972595487037037
"3091" 8 "STANDING" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.975512276666667
"3092" 8 "STANDING" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.974200997592593
"3093" 8 "STANDING" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.968055495925926
"3094" 8 "STANDING" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.975976456111111
"3095" 8 "STANDING" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.953746070740741
